% date = 2008-04-15 12:18:55.777518
%% 
@RELATION ts

@ATTRIBUTE distance_in_kpc_to_nearest_galaxy NUMERIC
@ATTRIBUTE beyond1std NUMERIC
@ATTRIBUTE ratio21 NUMERIC
@ATTRIBUTE chi2 NUMERIC
@ATTRIBUTE std NUMERIC
@ATTRIBUTE ecpb NUMERIC
@ATTRIBUTE old_dc NUMERIC
@ATTRIBUTE skew NUMERIC
@ATTRIBUTE third NUMERIC
@ATTRIBUTE example NUMERIC
@ATTRIBUTE max_slope NUMERIC
@ATTRIBUTE n_points NUMERIC
@ATTRIBUTE median NUMERIC
@ATTRIBUTE ratio32 NUMERIC
@ATTRIBUTE ratio31 NUMERIC
@ATTRIBUTE weighted_average NUMERIC
@ATTRIBUTE first_freq NUMERIC
@ATTRIBUTE galb NUMERIC
@ATTRIBUTE gall NUMERIC
@ATTRIBUTE chi2_per_deg NUMERIC
@ATTRIBUTE distance_in_arcmin_to_nearest_galaxy NUMERIC
@ATTRIBUTE ecpl NUMERIC
@ATTRIBUTE wei_av_uncertainty NUMERIC
@ATTRIBUTE second NUMERIC
@ATTRIBUTE ratioRUfirst NUMERIC
@ATTRIBUTE dc NUMERIC
@ATTRIBUTE class {'GCVS:Pulsating:CEP:CEP(B)','GCVS:Pulsating:CEP','GCVS:Pulsating:RR:RRC','GCVS:Pulsating:RR:RRAB','GCVS:Pulsating:RR:RR(B)'}

@data
1000.0,0.0,0.0,22183421.8183,0.121223860038,-61.7076479322,16.64,-0.482177335818,0.0,165.890336917,76.0,166.0,16.651,0.0,0.0,16.6239922852,0.116324274192,-43.2929904334,307.682195987,134444.980717,100.0,307.106226781,16.1394448031,0.0,0.0,9.99999335625,'GCVS:Pulsating:CEP:CEP(B)'
1000.0,10.0,0.0,3538075.40259,0.159217501367,-61.7347689828,19.3681233766,-0.0369368910288,0.0,307.88273851,92.0,308.0,19.3755,0.0,0.0,19.3251772704,0.0371937584447,-43.2496046749,307.662375892,11524.6755785,100.0,307.028527854,0.322265137196,0.0,0.0,9.99999335625,'GCVS:Pulsating:RR:RR(B)'
1000.0,0.0,0.0,12649040.6057,0.109344076066,-61.6211031818,17.2919611111,-0.501949207115,0.0,179.698227585,69.0,180.0,17.321,0.0,0.0,17.2780938476,0.118130331617,-43.4524094627,307.735695924,70665.031317,100.0,307.399959916,6.69725077856,0.0,0.0,9.99999335625,'GCVS:Pulsating:CEP:CEP(B)'
1000.0,0.0,0.0,6244194.51811,0.122941290698,-61.6537916358,18.9548488746,-0.0544810836724,0.0,311.013928458,120.0,311.0,18.954,0.0,0.0,18.9313310718,0.0404578336143,-43.3948144422,307.714382585,20142.5629616,100.0,307.294954794,0.629561567029,0.0,0.0,9.99999335625,'GCVS:Pulsating:RR:RR(B)'
1000.0,0.0,0.0,3915513.39475,0.115339830252,-61.9140935745,18.9524263959,-0.0692731362875,0.0,196.91092242,3.0,197.0,18.961,0.0,0.0,18.9406247318,0.0197915696187,-42.9313613748,307.543958386,19977.1091569,100.0,306.442370394,0.754239391057,0.0,0.0,9.99999335625,'GCVS:Pulsating:RR:RR(B)'
1000.0,0.0,0.0,2436940.2255,0.143141417081,-61.7960494955,19.3112378855,-0.0406939732974,0.0,227.002796334,216.0,227.0,19.311,0.0,0.0,19.2791206883,0.00240198318228,-43.1428856222,307.621284758,10782.9213518,100.0,306.833290165,0.406842604395,0.0,0.0,9.99999335625,'GCVS:Pulsating:RR:RR(B)'
1000.0,0.0,0.0,4365402.38129,0.11843245379,-61.3800389129,19.0559822064,-0.0660772360754,0.0,280.955506585,77.0,281.0,19.059,0.0,0.0,19.032140625,0.00989750199216,-43.876394949,307.890829164,15590.7227903,100.0,308.167853342,0.529041746684,0.0,0.0,9.99999335625,'GCVS:Pulsating:RR:RR(B)'
1000.0,0.0,0.0,5642819.00744,0.129158367386,-61.3927775167,19.1843670886,0.136361264153,0.0,315.94017094,114.0,316.0,19.188,0.0,0.0,19.1557036856,0.0356331788587,-43.8571385777,307.881252299,17913.7111347,100.0,308.134429912,0.505402244592,0.0,0.0,9.99999335625,'GCVS:Pulsating:RR:RR(B)'
1000.0,0.0,0.0,4593021.05748,0.110850373003,-61.7570222289,19.143,0.0597190736448,0.0,308.951582576,110.0,309.0,19.146,0.0,0.0,19.1313239442,0.01798538522,-43.2168465553,307.644825782,14912.4060308,100.0,306.971009202,0.463108327521,0.0,0.0,9.99999335625,'GCVS:Pulsating:RR:RR(B)'
1000.0,0.0,0.0,11543025.6239,0.111349625469,-61.6718055502,17.4800061728,-0.323997338714,0.0,161.842658741,75.0,162.0,17.497,0.0,0.0,17.462860601,0.00194182475537,-43.3686956285,307.700074305,71695.8113286,100.0,307.249483937,6.94444444444,0.0,0.0,9.99999335625,'GCVS:Pulsating:CEP:CEP(B)'
